4.5220 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
214.6839 	EXP 	grating: autoDraw = False
214.6842 	EXP 	window1: recordFrameIntervals = False
215.6597 	EXP 	fixation: autoDraw = True
216.6669 	EXP 	fixation: autoDraw = False
216.6840 	EXP 	grating: autoDraw = True
216.6840 	EXP 	grating: tex = 'sin'
216.9837 	EXP 	grating: autoDraw = False
217.0525 	EXP 	window1: recordFrameIntervals = False
217.0536 	DATA 	Keypress: right
217.0670 	EXP 	fixation: autoDraw = False
217.0670 	EXP 	grating: autoDraw = False
217.0673 	EXP 	window1: recordFrameIntervals = False
218.0426 	EXP 	fixation: autoDraw = True
219.0505 	EXP 	fixation: autoDraw = False
219.0677 	EXP 	grating: autoDraw = True
219.0677 	EXP 	grating: tex = 'sin'
219.3670 	EXP 	grating: autoDraw = False
219.5024 	EXP 	window1: recordFrameIntervals = False
219.5034 	DATA 	Keypress: right
219.5170 	EXP 	fixation: autoDraw = False
219.5170 	EXP 	grating: autoDraw = False
219.5172 	EXP 	window1: recordFrameIntervals = False
220.4928 	EXP 	fixation: autoDraw = True
221.5007 	EXP 	fixation: autoDraw = False
221.5007 	EXP 	grating: autoDraw = True
221.5007 	EXP 	grating: tex = 'sin'
221.8006 	EXP 	grating: autoDraw = False
222.0530 	EXP 	window1: recordFrameIntervals = False
222.0541 	DATA 	Keypress: left
222.0672 	EXP 	fixation: autoDraw = False
222.0672 	EXP 	grating: autoDraw = False
222.0675 	EXP 	window1: recordFrameIntervals = False
223.0444 	EXP 	fixation: autoDraw = True
224.0505 	EXP 	fixation: autoDraw = False
224.0674 	EXP 	grating: autoDraw = True
224.0674 	EXP 	grating: tex = 'sin'
224.3675 	EXP 	grating: autoDraw = False
224.4528 	EXP 	window1: recordFrameIntervals = False
224.4538 	DATA 	Keypress: right
224.4672 	EXP 	fixation: autoDraw = False
224.4672 	EXP 	grating: autoDraw = False
224.4674 	EXP 	window1: recordFrameIntervals = False
225.4432 	EXP 	fixation: autoDraw = True
226.4505 	EXP 	fixation: autoDraw = False
226.4678 	EXP 	grating: autoDraw = True
226.4678 	EXP 	grating: tex = 'sin'
226.7674 	EXP 	grating: autoDraw = False
226.7858 	EXP 	window1: recordFrameIntervals = False
226.7869 	DATA 	Keypress: left
226.8004 	EXP 	fixation: autoDraw = False
226.8004 	EXP 	grating: autoDraw = False
226.8006 	EXP 	window1: recordFrameIntervals = False
227.7757 	EXP 	fixation: autoDraw = True
228.7852 	EXP 	fixation: autoDraw = False
228.8017 	EXP 	grating: autoDraw = True
228.8017 	EXP 	grating: tex = 'sin'
229.1029 	EXP 	window1: recordFrameIntervals = False
229.1040 	DATA 	Keypress: right
229.1174 	EXP 	grating: autoDraw = False
229.1174 	EXP 	fixation: autoDraw = False
229.1174 	EXP 	grating: autoDraw = False
229.1176 	EXP 	window1: recordFrameIntervals = False
230.0934 	EXP 	fixation: autoDraw = True
231.1005 	EXP 	fixation: autoDraw = False
231.1175 	EXP 	grating: autoDraw = True
231.1175 	EXP 	grating: tex = 'sin'
231.4171 	EXP 	grating: autoDraw = False
231.7860 	EXP 	window1: recordFrameIntervals = False
231.7871 	DATA 	Keypress: right
231.8006 	EXP 	fixation: autoDraw = False
231.8006 	EXP 	grating: autoDraw = False
231.8008 	EXP 	window1: recordFrameIntervals = False
232.7810 	EXP 	fixation: autoDraw = True
233.7844 	EXP 	fixation: autoDraw = False
233.8020 	EXP 	grating: autoDraw = True
233.8020 	EXP 	grating: tex = 'sin'
234.1172 	EXP 	grating: autoDraw = False
234.1192 	EXP 	window1: recordFrameIntervals = False
234.1203 	DATA 	Keypress: left
234.1338 	EXP 	fixation: autoDraw = False
234.1338 	EXP 	grating: autoDraw = False
234.1340 	EXP 	window1: recordFrameIntervals = False
235.1094 	EXP 	fixation: autoDraw = True
235.4695 	DATA 	Keypress: right
236.1173 	EXP 	fixation: autoDraw = False
236.1173 	EXP 	grating: autoDraw = True
236.1173 	EXP 	grating: tex = 'sin'
236.4173 	EXP 	grating: autoDraw = False
236.6366 	EXP 	window1: recordFrameIntervals = False
236.6377 	DATA 	Keypress: left
236.6505 	EXP 	fixation: autoDraw = False
236.6505 	EXP 	grating: autoDraw = False
236.6507 	EXP 	window1: recordFrameIntervals = False
237.6262 	EXP 	fixation: autoDraw = True
238.6340 	EXP 	fixation: autoDraw = False
238.6507 	EXP 	grating: autoDraw = True
238.6507 	EXP 	grating: tex = 'sin'
238.9505 	EXP 	grating: autoDraw = False
239.1038 	DATA 	Keypress: right
239.1196 	EXP 	window1: recordFrameIntervals = False
239.1339 	EXP 	fixation: autoDraw = False
239.1339 	EXP 	grating: autoDraw = False
239.1341 	EXP 	window1: recordFrameIntervals = False
240.1096 	EXP 	fixation: autoDraw = True
241.1173 	EXP 	fixation: autoDraw = False
241.1344 	EXP 	grating: autoDraw = True
241.1344 	EXP 	grating: tex = 'sin'
241.4339 	EXP 	grating: autoDraw = False
241.5865 	EXP 	window1: recordFrameIntervals = False
241.5875 	DATA 	Keypress: left
241.6008 	EXP 	fixation: autoDraw = False
241.6008 	EXP 	grating: autoDraw = False
241.6010 	EXP 	window1: recordFrameIntervals = False
242.5764 	EXP 	fixation: autoDraw = True
243.5839 	EXP 	fixation: autoDraw = False
243.6008 	EXP 	grating: autoDraw = True
243.6008 	EXP 	grating: tex = 'sin'
243.9009 	EXP 	grating: autoDraw = False
244.1363 	EXP 	window1: recordFrameIntervals = False
244.1374 	DATA 	Keypress: left
244.1507 	EXP 	fixation: autoDraw = False
244.1507 	EXP 	grating: autoDraw = False
244.1510 	EXP 	window1: recordFrameIntervals = False
245.1260 	EXP 	fixation: autoDraw = True
246.1339 	EXP 	fixation: autoDraw = False
246.1511 	EXP 	grating: autoDraw = True
246.1511 	EXP 	grating: tex = 'sin'
246.4508 	EXP 	grating: autoDraw = False
246.6366 	EXP 	window1: recordFrameIntervals = False
246.6377 	DATA 	Keypress: left
246.6507 	EXP 	fixation: autoDraw = False
246.6507 	EXP 	grating: autoDraw = False
246.6510 	EXP 	window1: recordFrameIntervals = False
247.6301 	EXP 	fixation: autoDraw = True
248.6340 	EXP 	fixation: autoDraw = False
248.6508 	EXP 	grating: autoDraw = True
248.6508 	EXP 	grating: tex = 'sin'
248.9506 	EXP 	grating: autoDraw = False
249.0533 	EXP 	window1: recordFrameIntervals = False
249.0544 	DATA 	Keypress: right
249.0674 	EXP 	fixation: autoDraw = False
249.0674 	EXP 	grating: autoDraw = False
249.0677 	EXP 	window1: recordFrameIntervals = False
250.0436 	EXP 	fixation: autoDraw = True
251.0506 	EXP 	fixation: autoDraw = False
251.0675 	EXP 	grating: autoDraw = True
251.0675 	EXP 	grating: tex = 'sin'
251.3677 	EXP 	grating: autoDraw = False
251.4033 	EXP 	window1: recordFrameIntervals = False
251.4044 	DATA 	Keypress: right
251.4184 	EXP 	fixation: autoDraw = False
251.4184 	EXP 	grating: autoDraw = False
251.4188 	EXP 	window1: recordFrameIntervals = False
252.3930 	EXP 	fixation: autoDraw = True
253.4007 	EXP 	fixation: autoDraw = False
253.4175 	EXP 	grating: autoDraw = True
253.4175 	EXP 	grating: tex = 'sin'
253.7173 	EXP 	grating: autoDraw = False
253.8863 	EXP 	window1: recordFrameIntervals = False
253.8874 	DATA 	Keypress: right
253.9008 	EXP 	fixation: autoDraw = False
253.9008 	EXP 	grating: autoDraw = False
253.9010 	EXP 	window1: recordFrameIntervals = False
254.8766 	EXP 	fixation: autoDraw = True
255.8840 	EXP 	fixation: autoDraw = False
255.9010 	EXP 	grating: autoDraw = True
255.9010 	EXP 	grating: tex = 'sin'
256.2009 	EXP 	grating: autoDraw = False
256.3210 	EXP 	window1: recordFrameIntervals = False
256.3224 	DATA 	Keypress: right
256.3350 	EXP 	fixation: autoDraw = False
256.3350 	EXP 	grating: autoDraw = False
256.3353 	EXP 	window1: recordFrameIntervals = False
257.3113 	EXP 	fixation: autoDraw = True
258.3174 	EXP 	fixation: autoDraw = False
258.3344 	EXP 	grating: autoDraw = True
258.3344 	EXP 	grating: tex = 'sin'
258.6340 	EXP 	grating: autoDraw = False
258.8032 	DATA 	Keypress: right
258.8196 	EXP 	window1: recordFrameIntervals = False
258.8341 	EXP 	fixation: autoDraw = False
258.8341 	EXP 	grating: autoDraw = False
258.8344 	EXP 	window1: recordFrameIntervals = False
259.8106 	EXP 	fixation: autoDraw = True
260.8175 	EXP 	fixation: autoDraw = False
260.8345 	EXP 	grating: autoDraw = True
260.8345 	EXP 	grating: tex = 'sin'
261.1342 	EXP 	grating: autoDraw = False
261.2197 	EXP 	window1: recordFrameIntervals = False
261.2208 	DATA 	Keypress: left
261.2342 	EXP 	fixation: autoDraw = False
261.2342 	EXP 	grating: autoDraw = False
261.2345 	EXP 	window1: recordFrameIntervals = False
262.2099 	EXP 	fixation: autoDraw = True
263.2174 	EXP 	fixation: autoDraw = False
263.2345 	EXP 	grating: autoDraw = True
263.2345 	EXP 	grating: tex = 'sin'
263.5342 	EXP 	grating: autoDraw = False
263.7195 	EXP 	window1: recordFrameIntervals = False
263.7206 	DATA 	Keypress: right
263.7341 	EXP 	fixation: autoDraw = False
263.7341 	EXP 	grating: autoDraw = False
263.7344 	EXP 	window1: recordFrameIntervals = False
264.7094 	EXP 	fixation: autoDraw = True
265.7173 	EXP 	fixation: autoDraw = False
265.7343 	EXP 	grating: autoDraw = True
265.7343 	EXP 	grating: tex = 'sin'
266.0341 	EXP 	grating: autoDraw = False
275.1032 	DATA 	Keypress: up
275.1363 	DATA 	Keypress: down
275.6360 	DATA 	Keypress: up
276.6032 	EXP 	window1: recordFrameIntervals = False
276.6043 	DATA 	Keypress: right
276.6176 	EXP 	fixation: autoDraw = False
276.6176 	EXP 	grating: autoDraw = False
276.6178 	EXP 	window1: recordFrameIntervals = False
277.5926 	EXP 	fixation: autoDraw = True
278.6008 	EXP 	fixation: autoDraw = False
278.6178 	EXP 	grating: autoDraw = True
278.6178 	EXP 	grating: tex = 'sin'
278.9176 	EXP 	grating: autoDraw = False
279.2705 	EXP 	window1: recordFrameIntervals = False
279.2719 	DATA 	Keypress: right
279.2842 	EXP 	fixation: autoDraw = False
279.2842 	EXP 	grating: autoDraw = False
279.2845 	EXP 	window1: recordFrameIntervals = False
280.2609 	EXP 	fixation: autoDraw = True
281.2675 	EXP 	fixation: autoDraw = False
281.2845 	EXP 	grating: autoDraw = True
281.2845 	EXP 	grating: tex = 'sin'
281.5842 	EXP 	grating: autoDraw = False
281.6535 	EXP 	window1: recordFrameIntervals = False
281.6546 	DATA 	Keypress: left
281.6675 	EXP 	fixation: autoDraw = False
281.6675 	EXP 	grating: autoDraw = False
281.6678 	EXP 	window1: recordFrameIntervals = False
282.6454 	EXP 	fixation: autoDraw = True
283.6509 	EXP 	fixation: autoDraw = False
283.6679 	EXP 	grating: autoDraw = True
283.6679 	EXP 	grating: tex = 'sin'
283.9679 	EXP 	grating: autoDraw = False
284.1039 	EXP 	window1: recordFrameIntervals = False
284.1056 	DATA 	Keypress: right
284.1176 	EXP 	fixation: autoDraw = False
284.1176 	EXP 	grating: autoDraw = False
284.1178 	EXP 	window1: recordFrameIntervals = False
285.0939 	EXP 	fixation: autoDraw = True
286.1009 	EXP 	fixation: autoDraw = False
286.1180 	EXP 	grating: autoDraw = True
286.1180 	EXP 	grating: tex = 'sin'
286.4179 	EXP 	grating: autoDraw = False
291.4546 	EXP 	window1: recordFrameIntervals = False
291.4560 	DATA 	Keypress: right
291.4679 	EXP 	fixation: autoDraw = False
291.4679 	EXP 	grating: autoDraw = False
291.4682 	EXP 	window1: recordFrameIntervals = False
292.4451 	EXP 	fixation: autoDraw = True
292.9362 	DATA 	Keypress: right
293.4512 	EXP 	fixation: autoDraw = False
293.4678 	EXP 	grating: autoDraw = True
293.4678 	EXP 	grating: tex = 'sin'
293.7677 	EXP 	grating: autoDraw = False
293.9196 	EXP 	window1: recordFrameIntervals = False
293.9206 	DATA 	Keypress: right
293.9343 	EXP 	fixation: autoDraw = False
293.9343 	EXP 	grating: autoDraw = False
293.9345 	EXP 	window1: recordFrameIntervals = False
294.9096 	EXP 	fixation: autoDraw = True
295.9181 	EXP 	fixation: autoDraw = False
295.9181 	EXP 	grating: autoDraw = True
295.9181 	EXP 	grating: tex = 'sin'
296.2176 	EXP 	grating: autoDraw = False
301.3199 	EXP 	window1: recordFrameIntervals = False
301.3209 	DATA 	Keypress: right
301.3344 	EXP 	fixation: autoDraw = False
301.3344 	EXP 	grating: autoDraw = False
301.3346 	EXP 	window1: recordFrameIntervals = False
302.1562 	DATA 	Keypress: right
302.3118 	EXP 	fixation: autoDraw = True
303.2363 	DATA 	Keypress: right
303.3181 	EXP 	fixation: autoDraw = False
303.3353 	EXP 	grating: autoDraw = True
303.3353 	EXP 	grating: tex = 'sin'
303.6347 	EXP 	grating: autoDraw = False
303.8872 	EXP 	window1: recordFrameIntervals = False
303.8882 	DATA 	Keypress: left
303.9016 	EXP 	fixation: autoDraw = False
303.9016 	EXP 	grating: autoDraw = False
303.9018 	EXP 	window1: recordFrameIntervals = False
304.8774 	EXP 	fixation: autoDraw = True
305.8847 	EXP 	fixation: autoDraw = False
305.9013 	EXP 	grating: autoDraw = True
305.9013 	EXP 	grating: tex = 'sin'
306.2012 	EXP 	grating: autoDraw = False
306.3037 	EXP 	window1: recordFrameIntervals = False
306.3053 	DATA 	Keypress: right
306.3178 	EXP 	fixation: autoDraw = False
306.3178 	EXP 	grating: autoDraw = False
306.3181 	EXP 	window1: recordFrameIntervals = False
307.2944 	EXP 	fixation: autoDraw = True
308.3014 	EXP 	fixation: autoDraw = False
308.3181 	EXP 	grating: autoDraw = True
308.3181 	EXP 	grating: tex = 'sin'
308.6180 	EXP 	grating: autoDraw = False
308.8033 	EXP 	window1: recordFrameIntervals = False
308.8044 	DATA 	Keypress: right
308.8179 	EXP 	fixation: autoDraw = False
308.8179 	EXP 	grating: autoDraw = False
308.8181 	EXP 	window1: recordFrameIntervals = False
309.7947 	EXP 	fixation: autoDraw = True
310.4366 	DATA 	Keypress: left
310.8013 	EXP 	fixation: autoDraw = False
310.8183 	EXP 	grating: autoDraw = True
310.8183 	EXP 	grating: tex = 'sin'
311.1177 	EXP 	grating: autoDraw = False
311.2368 	EXP 	window1: recordFrameIntervals = False
311.2379 	DATA 	Keypress: left
311.2511 	EXP 	fixation: autoDraw = False
311.2511 	EXP 	grating: autoDraw = False
311.2514 	EXP 	window1: recordFrameIntervals = False
312.2273 	EXP 	fixation: autoDraw = True
313.2345 	EXP 	fixation: autoDraw = False
313.2513 	EXP 	grating: autoDraw = True
313.2513 	EXP 	grating: tex = 'sin'
313.5514 	EXP 	grating: autoDraw = False
313.6704 	EXP 	window1: recordFrameIntervals = False
313.6719 	DATA 	Keypress: right
313.6849 	EXP 	fixation: autoDraw = False
313.6849 	EXP 	grating: autoDraw = False
313.6851 	EXP 	window1: recordFrameIntervals = False
314.4549 	DATA 	Keypress: left
314.6609 	EXP 	fixation: autoDraw = True
315.6682 	EXP 	fixation: autoDraw = False
315.6847 	EXP 	grating: autoDraw = True
315.6847 	EXP 	grating: tex = 'sin'
315.9851 	EXP 	grating: autoDraw = False
316.0531 	EXP 	window1: recordFrameIntervals = False
316.0542 	DATA 	Keypress: right
316.0681 	EXP 	fixation: autoDraw = False
316.0681 	EXP 	grating: autoDraw = False
316.0683 	EXP 	window1: recordFrameIntervals = False
317.0440 	EXP 	fixation: autoDraw = True
318.0511 	EXP 	fixation: autoDraw = False
318.0680 	EXP 	grating: autoDraw = True
318.0680 	EXP 	grating: tex = 'sin'
318.3677 	EXP 	grating: autoDraw = False
318.3867 	EXP 	window1: recordFrameIntervals = False
318.3880 	DATA 	Keypress: right
318.4007 	EXP 	fixation: autoDraw = False
318.4007 	EXP 	grating: autoDraw = False
318.4010 	EXP 	window1: recordFrameIntervals = False
319.3767 	EXP 	fixation: autoDraw = True
320.3843 	EXP 	fixation: autoDraw = False
320.4012 	EXP 	grating: autoDraw = True
320.4012 	EXP 	grating: tex = 'sin'
320.7013 	EXP 	grating: autoDraw = False
322.9872 	EXP 	window1: recordFrameIntervals = False
322.9883 	DATA 	Keypress: right
323.0014 	EXP 	fixation: autoDraw = False
323.0014 	EXP 	grating: autoDraw = False
323.0016 	EXP 	window1: recordFrameIntervals = False
323.9764 	EXP 	fixation: autoDraw = True
324.9845 	EXP 	fixation: autoDraw = False
325.0014 	EXP 	grating: autoDraw = True
325.0014 	EXP 	grating: tex = 'sin'
325.3014 	EXP 	grating: autoDraw = False
338.2369 	EXP 	window1: recordFrameIntervals = False
338.2380 	DATA 	Keypress: right
338.2535 	EXP 	fixation: autoDraw = False
338.2535 	EXP 	grating: autoDraw = False
338.2538 	EXP 	window1: recordFrameIntervals = False
339.2268 	EXP 	fixation: autoDraw = True
340.2346 	EXP 	fixation: autoDraw = False
340.2518 	EXP 	grating: autoDraw = True
340.2518 	EXP 	grating: tex = 'sin'
340.5518 	EXP 	grating: autoDraw = False
340.6705 	EXP 	window1: recordFrameIntervals = False
340.6716 	DATA 	Keypress: right
340.6848 	EXP 	fixation: autoDraw = False
340.6848 	EXP 	grating: autoDraw = False
340.6851 	EXP 	window1: recordFrameIntervals = False
341.4552 	DATA 	Keypress: left
341.6614 	EXP 	fixation: autoDraw = True
342.6684 	EXP 	fixation: autoDraw = False
342.6849 	EXP 	grating: autoDraw = True
342.6849 	EXP 	grating: tex = 'sin'
342.9851 	EXP 	grating: autoDraw = False
358.0211 	EXP 	window1: recordFrameIntervals = False
358.0222 	DATA 	Keypress: right
358.0348 	EXP 	fixation: autoDraw = False
358.0348 	EXP 	grating: autoDraw = False
358.0351 	EXP 	window1: recordFrameIntervals = False
359.0111 	EXP 	fixation: autoDraw = True
359.9038 	DATA 	Keypress: right
360.0182 	EXP 	fixation: autoDraw = False
360.0350 	EXP 	grating: autoDraw = True
360.0350 	EXP 	grating: tex = 'sin'
360.3348 	EXP 	grating: autoDraw = False
360.5044 	EXP 	window1: recordFrameIntervals = False
360.5055 	DATA 	Keypress: right
360.5183 	EXP 	fixation: autoDraw = False
360.5183 	EXP 	grating: autoDraw = False
360.5185 	EXP 	window1: recordFrameIntervals = False
361.4955 	EXP 	fixation: autoDraw = True
362.5018 	EXP 	fixation: autoDraw = False
362.5185 	EXP 	grating: autoDraw = True
362.5185 	EXP 	grating: tex = 'sin'
362.8183 	EXP 	grating: autoDraw = False
362.9203 	EXP 	window1: recordFrameIntervals = False
362.9214 	DATA 	Keypress: left
362.9349 	EXP 	fixation: autoDraw = False
362.9349 	EXP 	grating: autoDraw = False
362.9352 	EXP 	window1: recordFrameIntervals = False
363.9096 	EXP 	fixation: autoDraw = True
364.9185 	EXP 	fixation: autoDraw = False
364.9349 	EXP 	grating: autoDraw = True
364.9349 	EXP 	grating: tex = 'sin'
365.2350 	EXP 	grating: autoDraw = False
365.4041 	EXP 	window1: recordFrameIntervals = False
365.4054 	DATA 	Keypress: left
365.4183 	EXP 	fixation: autoDraw = False
365.4183 	EXP 	grating: autoDraw = False
365.4185 	EXP 	window1: recordFrameIntervals = False
366.3947 	EXP 	fixation: autoDraw = True
367.4017 	EXP 	fixation: autoDraw = False
367.4185 	EXP 	grating: autoDraw = True
367.4185 	EXP 	grating: tex = 'sin'
367.7184 	EXP 	grating: autoDraw = False
367.8043 	EXP 	window1: recordFrameIntervals = False
367.8054 	DATA 	Keypress: left
367.8186 	EXP 	fixation: autoDraw = False
367.8186 	EXP 	grating: autoDraw = False
367.8188 	EXP 	window1: recordFrameIntervals = False
368.7935 	EXP 	fixation: autoDraw = True
369.1370 	DATA 	Keypress: right
369.8016 	EXP 	fixation: autoDraw = False
369.8184 	EXP 	grating: autoDraw = True
369.8184 	EXP 	grating: tex = 'sin'
370.1184 	EXP 	grating: autoDraw = False
370.2206 	EXP 	window1: recordFrameIntervals = False
370.2217 	DATA 	Keypress: right
370.2355 	EXP 	fixation: autoDraw = False
370.2355 	EXP 	grating: autoDraw = False
370.2357 	EXP 	window1: recordFrameIntervals = False
371.2102 	EXP 	fixation: autoDraw = True
372.2184 	EXP 	fixation: autoDraw = False
372.2352 	EXP 	grating: autoDraw = True
372.2352 	EXP 	grating: tex = 'sin'
372.5355 	EXP 	grating: autoDraw = False
372.7370 	EXP 	window1: recordFrameIntervals = False
372.7381 	DATA 	Keypress: right
372.7516 	EXP 	fixation: autoDraw = False
372.7516 	EXP 	grating: autoDraw = False
372.7518 	EXP 	window1: recordFrameIntervals = False
373.7279 	EXP 	fixation: autoDraw = True
374.7349 	EXP 	fixation: autoDraw = False
374.7520 	EXP 	grating: autoDraw = True
374.7520 	EXP 	grating: tex = 'sin'
375.0518 	EXP 	grating: autoDraw = False
375.1707 	DATA 	Keypress: right
375.1852 	EXP 	fixation: autoDraw = False
375.1852 	EXP 	grating: autoDraw = False
375.4539 	EXP 	window1: mouseVisible = True
